"ExperimentID","SiteID","PondID","StrainID","Date","pH","Temp.avg (C)","Temp.max (C)","Temp.min (C)","Cond (mS.cm)","DO (mg.L)","DO (%sat)","Sal (g.L)","PAR (umol.m2.s)"
"DEC162014","FA","P6","KA32","01-15-2015",7.9,16.52,20.5,14,54119.92,14.89,189.56,35.82,
"DEC162014","FA","P2","KA32","01-16-2015",7.83,16.7,19.7,14.4,52756.81,10.1,128.54,34.83,
"DEC162014","FA","P3","KA32","01-16-2015",7.81,15.79,18.6,13.5,54055.91,7.77,97.92,35.76,
"DEC162014","FA","P4","KA32","01-16-2015",7.9,16.68,19.6,14.4,53679.95,11.94,152.52,35.49,
"DEC162014","FA","P5","KA32","01-16-2015",7.83,16.7,19.7,14.4,52756.81,10.1,128.54,34.83,
"DEC162014","FA","P6","KA32","01-16-2015",7.9,14.84,17.9,12.5,54236.54,16.42,202.58,35.86,
"DEC162014","FA","P2","KA32","01-17-2015",7.85,16.94,23.1,11.8,53180.56,10.28,130.54,35.09,
"DEC162014","FA","P3","KA32","01-17-2015",7.81,16.13,22,11.1,54858.84,7.84,99.68,36.31,
"DEC162014","FA","P4","KA32","01-17-2015",7.92,16.53,22.7,11.3,54399.5,12.34,156.39,35.98,
"DEC162014","FA","P5","KA32","01-17-2015",7.85,16.94,23.1,11.8,53180.56,10.28,130.54,35.09,
"DEC162014","FA","P6","KA32","01-17-2015",7.9,15.15,21.4,10,54694.98,16.11,199.41,36.16,
"DEC162014","FA","P2","KA32","01-18-2015",7.85,18.62,22.1,15.6,53676.48,9.41,124.71,35.51,
"DEC162014","FA","P3","KA32","01-18-2015",7.81,17.63,21.1,14.7,55514.11,7.68,101.18,36.87,
"DEC162014","FA","P4","KA32","01-18-2015",7.91,18.32,21.7,15.3,54611.14,11.51,152.61,36.21,
"DEC162014","FA","P5","KA32","01-18-2015",7.85,18.62,22.1,15.6,53676.48,9.41,124.71,35.51,
"DEC162014","FA","P6","KA32","01-18-2015",7.89,16.58,20,13.6,55193.04,15.44,198.08,36.61,
"DEC162014","FA","P2","KA32","01-19-2015",7.86,16.5,20.7,12.6,53103.69,10.21,129.38,35.06,
"DEC162014","FA","P3","KA32","01-19-2015",7.81,15.44,19.1,11.8,55125.13,7.91,99.42,36.54,
"DEC162014","FA","P4","KA32","01-19-2015",7.92,16.16,20.3,12.2,54251.54,11.57,146.2,35.9,
"DEC162014","FA","P5","KA32","01-19-2015",7.86,16.5,20.7,12.6,53103.69,10.21,129.38,35.06,
"DEC162014","FA","P6","KA32","01-19-2015",7.9,14.48,18.7,10.5,53946.48,16.78,205.19,35.63,
"DEC162014","FA","P2","KA32","01-20-2015",7.85,16.95,20.1,14.3,52518.76,9.81,124.88,34.63,
"DEC162014","FA","P3","KA32","01-20-2015",7.83,16.01,19.1,13.5,54684.07,7.63,96.67,36.22,
"DEC162014","FA","P4","KA32","01-20-2015",7.94,16.55,19.6,14,53916.91,9.96,126.83,35.67,
"DEC162014","FA","P5","KA32","01-20-2015",7.85,16.95,20.1,14.3,52518.76,9.81,124.88,34.63,
"DEC162014","FA","P6","KA32","01-20-2015",7.91,14.93,18,12.4,52779.88,15.83,194.56,34.78,
"DEC162014","FA","P2","KA32","01-21-2015",7.79,17.42,20.5,15.7,52597.89,9.36,120.69,34.72,
"DEC162014","FA","P3","KA32","01-21-2015",7.78,16.52,19.9,14.9,54832.75,7.27,93.2,36.35,
"DEC162014","FA","P4","KA32","01-21-2015",7.93,17.49,22.7,15.5,53894.74,9.16,119.04,35.66,
"DEC162014","FA","P5","KA32","01-21-2015",7.81,17.76,22.2,15.7,52608.34,9.57,124.43,34.72,
"DEC162014","FA","P6","KA32","01-21-2015",7.9,16.14,22.1,13.8,52829.88,14.51,182.28,34.86,
"DEC162014","FA","P1","KA32","12-15-2014",9.98,,,,301.91,4.95,41.92,0.24,293.64
"DEC162014","FA","P2","KA32","12-15-2014",5.2,12.11,16.8,9.7,354.06,7.15,66.67,0.18,
"DEC162014","FA","P3","KA32","12-15-2014",6.38,,,,,0.01,0,,
"DEC162014","FA","P4","KA32","12-15-2014",7.28,11.21,13.7,9.4,312.91,8.63,78.74,0.2,
"DEC162014","FA","P5","KA32","12-15-2014",5.2,12.11,16.8,9.7,354.06,7.15,66.67,0.18,
"DEC162014","FA","P6","KA32","12-15-2014",14.01,13.7,19.3,8.7,914.55,17.66,169.7,0.45,
"DEC162014","FA","P1","KA32","12-16-2014",6.34,,,,,0,0,0.2,302.91
"DEC162014","FA","P2","KA32","12-16-2014",4.39,,,,,0,0,,
"DEC162014","FA","P3","KA32","12-16-2014",6.39,,,,,0,0,,
"DEC162014","FA","P4","KA32","12-16-2014",9.79,,,,0.01,0.01,0,0.1,
"DEC162014","FA","P5","KA32","12-16-2014",4.39,,,,,0,0,,
"DEC162014","FA","P6","KA32","12-16-2014",10.7,11.77,16.2,9.8,494.63,10,92.52,0.22,
"DEC162014","FA","P1","KA32","12-17-2014",2.59,,,,,0,0,0.2,258.72
"DEC162014","FA","P2","KA32","12-17-2014",6.88,,,,,0,0,,
"DEC162014","FA","P3","KA32","12-17-2014",6.29,,,,,0,0,,
"DEC162014","FA","P4","KA32","12-17-2014",12.59,,,,0.02,0.01,0,0.1,
"DEC162014","FA","P5","KA32","12-17-2014",6.88,,,,,0,0,,
"DEC162014","FA","P6","KA32","12-17-2014",7.53,,,,0.02,0.03,0,,
"DEC162014","FA","P1","KA32","12-18-2014",5.18,,,,23153.39,3.28,41.06,15.57,300.25
"DEC162014","FA","P2","KA32","12-18-2014",7.79,18.43,20.5,15.9,20503.98,3.33,44.08,13.6,
"DEC162014","FA","P3","KA32","12-18-2014",6.85,17.32,19.2,14.8,21517.12,2.53,33.07,14.3,
"DEC162014","FA","P4","KA32","12-18-2014",11.48,18.1,20,15.5,21308.32,3.68,48.48,14.21,
"DEC162014","FA","P5","KA32","12-18-2014",7.79,18.43,20.5,15.9,20503.98,3.33,44.08,13.6,
"DEC162014","FA","P6","KA32","12-18-2014",10.1,17.45,19.5,14.6,21183.52,4.51,58.48,14.05,
"DEC162014","FA","P1","KA32","12-19-2014",7.68,,,,57966.41,8.72,106.56,38.56,293.73
"DEC162014","FA","P2","KA32","12-19-2014",7.98,17.35,22.5,13,53181.58,9.28,118.67,35.11,
"DEC162014","FA","P3","KA32","12-19-2014",7.76,16.38,20.7,12.3,55310.4,6.84,87.24,36.67,
"DEC162014","FA","P4","KA32","12-19-2014",8.93,16.89,21.7,12.6,54214.74,10.52,134.19,35.88,
"DEC162014","FA","P5","KA32","12-19-2014",7.98,17.35,22.5,13,53181.58,9.28,118.67,35.11,
"DEC162014","FA","P6","KA32","12-19-2014",14.01,16.14,21.1,11.9,54429.95,12.95,162.86,36.01,
"DEC162014","FA","P1","KA32","12-20-2014",7.74,,,,57543.05,8.61,110.8,38.35,271.39
"DEC162014","FA","P2","KA32","12-20-2014",7.98,20,24.6,16.7,51875.38,8.67,116.54,34.17,
"DEC162014","FA","P3","KA32","12-20-2014",7.86,18.98,23.4,15.8,55134.12,6.79,91.03,36.59,
"DEC162014","FA","P4","KA32","12-20-2014",9.34,19.63,24.2,16.2,53588.31,9.92,133.32,35.46,
"DEC162014","FA","P5","KA32","12-20-2014",7.98,20,24.6,16.7,51875.38,8.67,116.54,34.17,
"DEC162014","FA","P6","KA32","12-20-2014",14.01,18.76,23.5,15.3,54254.39,12.09,160.35,35.92,
"DEC162014","FA","P1","KA32","12-21-2014",8.06,,,,58002.99,8.73,115.12,38.73,245.41
"DEC162014","FA","P2","KA32","12-21-2014",7.98,21.04,24.7,18,52200.39,8.74,120.29,34.42,
"DEC162014","FA","P3","KA32","12-21-2014",7.86,20.33,24.2,17.3,55634.39,6.93,95.71,36.98,
"DEC162014","FA","P4","KA32","12-21-2014",9.76,20.8,24.3,17.8,53977.41,9.84,135.64,35.74,
"DEC162014","FA","P5","KA32","12-21-2014",7.98,21.04,24.7,18,52200.39,8.74,120.29,34.42,
"DEC162014","FA","P6","KA32","12-21-2014",13.99,19.94,23.7,16.8,54776.11,11.85,161.36,36.33,
"DEC162014","FA","P1","KA32","12-22-2014",8.48,,,,57487.99,8.79,118.59,38.36,280.03
"DEC162014","FA","P2","KA32","12-22-2014",7.99,22.39,25.5,20,51874.75,8.59,121.04,34.15,
"DEC162014","FA","P3","KA32","12-22-2014",8.25,21.63,24.8,19.3,55462.59,6.71,94.59,36.83,
"DEC162014","FA","P4","KA32","12-22-2014",10.32,22.19,25.6,19.6,53733.2,9.62,135.96,35.53,
"DEC162014","FA","P5","KA32","12-22-2014",7.99,22.39,25.5,20,51874.75,8.59,121.04,34.15,
"DEC162014","FA","P6","KA32","12-22-2014",13.49,21.33,24.9,18.7,54450.75,11.61,162.01,36.08,
"DEC162014","FA","P1","KA32","12-23-2014",8.9,,,,56995.27,8.7,118.74,38,259.54
"DEC162014","FA","P2","KA32","12-23-2014",7.99,23.12,26.2,20.9,51735.44,8.43,120.25,34.05,
"DEC162014","FA","P3","KA32","12-23-2014",8.17,22.34,25.5,20.2,55295.73,6.92,98.93,36.7,
"DEC162014","FA","P4","KA32","12-23-2014",10.81,22.86,26.1,20.5,53571.33,9.24,132.14,35.42,
"DEC162014","FA","P5","KA32","12-23-2014",7.99,23.12,26.2,20.9,51735.44,8.43,120.25,34.05,
"DEC162014","FA","P6","KA32","12-23-2014",11.39,21.94,25.3,19.6,54240.65,11.23,158.52,35.92,
"DEC162014","FA","P1","KA32","12-24-2014",9.06,,,,57373.97,8.4,117.66,38.28,236.48
"DEC162014","FA","P2","KA32","12-24-2014",7.99,24.59,27.5,22.4,51946.19,7.7,112.96,34.18,
"DEC162014","FA","P3","KA32","12-24-2014",7.89,23.81,26.8,21.7,55860.4,6.6,97.03,37.1,
"DEC162014","FA","P4","KA32","12-24-2014",11.05,24.21,27.1,22,53898.79,8.65,126.73,35.63,
"DEC162014","FA","P5","KA32","12-24-2014",7.99,24.59,27.5,22.4,51946.19,7.7,112.96,34.18,
"DEC162014","FA","P6","KA32","12-24-2014",9.09,23.17,26.1,21,54766.38,10.43,150.59,36.3,
"DEC162014","FA","P1","KA32","12-25-2014",9.19,,,,56607.28,9.18,117.35,37.66,161.34
"DEC162014","FA","P2","KA32","12-25-2014",7.98,20.16,24.4,17.3,50150.86,9.07,120.92,32.9,
"DEC162014","FA","P3","KA32","12-25-2014",7.9,19.3,23.6,16.5,54387.26,7.14,95.6,36.04,
"DEC162014","FA","P4","KA32","12-25-2014",11.09,19.83,24.1,17,52453.23,10.31,138.25,34.6,
"DEC162014","FA","P5","KA32","12-25-2014",7.98,20.16,24.4,17.3,50150.86,9.07,120.92,32.9,
"DEC162014","FA","P6","KA32","12-25-2014",9.44,18.65,22.9,15.9,53191.11,12.88,169.48,35.15,
"DEC162014","FA","P1","KA32","12-26-2014",8.85,,,,57230.02,9.23,114.75,38.11,89.58
"DEC162014","FA","P2","KA32","12-26-2014",7.96,18.23,21.3,15,50115.38,9.61,123.92,32.88,
"DEC162014","FA","P3","KA32","12-26-2014",7.87,17.54,20.6,14.3,54639.78,7.07,91.95,36.21,
"DEC162014","FA","P4","KA32","12-26-2014",9.93,17.84,20.9,14.7,52785.71,11.33,146.88,34.85,
"DEC162014","FA","P5","KA32","12-26-2014",7.96,18.23,21.3,15,50115.38,9.61,123.92,32.88,
"DEC162014","FA","P6","KA32","12-26-2014",12.8,16.89,19.9,13.6,53428.44,13.66,174.11,35.3,
"DEC162014","FA","P1","KA32","12-27-2014",12.43,,,,56439.69,9.16,126.1,37.58,210.47
"DEC162014","FA","P2","KA32","12-27-2014",7.99,23.8,26.9,21.4,48915.24,8.08,115.33,31.96,
"DEC162014","FA","P3","KA32","12-27-2014",7.91,23.03,26,20.7,54518.78,6.81,98.25,36.11,
"DEC162014","FA","P4","KA32","12-27-2014",8.98,23.46,26.7,20.9,52750.96,9.81,141.42,34.8,
"DEC162014","FA","P5","KA32","12-27-2014",7.99,23.8,26.9,21.4,48915.24,8.08,115.33,31.96,
"DEC162014","FA","P6","KA32","12-27-2014",8.99,22.42,25.7,20,53325.04,11.88,168.54,35.24,
"DEC162014","FA","P1","KA32","12-28-2014",11.71,,,,57034.23,9.07,124.73,38.02,292.16
"DEC162014","FA","P2","KA32","12-28-2014",7.99,23.83,27.1,21.2,47207.35,7.99,113.29,30.73,
"DEC162014","FA","P3","KA32","12-28-2014",7.89,22.97,26.3,20.3,54864.16,6.93,100.11,36.38,
"DEC162014","FA","P4","KA32","12-28-2014",8.79,23.71,27.1,20.9,53079.61,9.72,140.91,35.03,
"DEC162014","FA","P5","KA32","12-28-2014",7.99,23.83,27.1,21.2,47207.35,7.99,113.29,30.73,
"DEC162014","FA","P6","KA32","12-28-2014",8.26,22.55,26.1,19.6,53741.95,11.77,167.61,35.54,
"DEC162014","FA","P1","KA32","12-29-2014",9.94,,,,54977.55,8.67,118.34,37.16,262.16
"DEC162014","FA","P2","KA32","12-29-2014",7.99,23.77,27.4,20.7,45613.77,8.02,112.67,29.56,
"DEC162014","FA","P3","KA32","12-29-2014",7.91,22.84,26,19.9,54953.61,6.88,99.08,36.45,
"DEC162014","FA","P4","KA32","12-29-2014",8.95,23.55,27,20.5,53186.11,9.67,139.65,35.11,
"DEC162014","FA","P5","KA32","12-29-2014",7.99,23.77,27.4,20.7,45613.77,8.02,112.67,29.56,
"DEC162014","FA","P6","KA32","12-29-2014",8.57,22.3,25.8,19.2,53750.54,11.54,163.52,35.54,
"DEC162014","FA","P1","KA32","12-30-2014",11.28,,,,52309.25,8.04,108.77,35.1,202.42
"DEC162014","FA","P2","KA32","12-30-2014",7.97,23.2,26.8,20.1,45088.58,8.06,111.96,29.2,
"DEC162014","FA","P3","KA32","12-30-2014",7.92,22.29,25.8,19.2,54886.97,6.96,99.21,36.4,
"DEC162014","FA","P4","KA32","12-30-2014",8.96,22.96,26.6,19.9,53194.16,10.01,143.14,35.12,
"DEC162014","FA","P5","KA32","12-30-2014",7.97,23.2,26.8,20.1,45088.58,8.06,111.96,29.2,
"DEC162014","FA","P6","KA32","12-30-2014",8.57,21.68,25.5,18.5,53741.7,12.16,170.41,35.55,
"DEC162014","FA","P1","KA32","12-31-2014",13.47,,,,58510.93,8.61,115.11,39.14,94.12
"DEC162014","FA","P2","KA32","12-31-2014",7.93,22.59,23.3,22,45732.32,7.76,106.71,29.67,
"DEC162014","FA","P3","KA32","12-31-2014",7.92,21.79,22.5,21.2,54703.07,6.61,93.11,36.27,
"DEC162014","FA","P4","KA32","12-31-2014",8.69,22.25,24.1,21.6,52809.39,9.36,132.3,35.15,
"DEC162014","FA","P5","KA32","12-31-2014",7.93,22.59,23.3,22,45732.32,7.76,106.71,29.67,
"DEC162014","FA","P6","KA32","12-31-2014",8.15,21.01,21.8,20.4,53277.83,11.47,158.41,35.3,
"JAN292015","FA","P1","LRB-AZ-1201","02-02-2015",8,20.94,23.5,16.7,779.01,5.04,56.56,0.38,125
"JAN292015","FA","P2","LRB-AZ-1201","02-02-2015",6.79,21.88,24.6,17.5,815.49,8.78,100.24,0.38,
"JAN292015","FA","P3","LRB-AZ-1201","02-02-2015",7.07,20.96,23.4,16.7,804.43,7.47,83.76,0.37,
"JAN292015","FA","P4","LRB-AZ-1201","02-02-2015",7.36,22.42,24.8,18.1,791.91,8.77,101.06,0.37,
"JAN292015","FA","P5","LRB-AZ-1201","02-02-2015",6.81,21.96,24.6,17.5,804.44,8.76,100.09,0.38,
"JAN292015","FA","P6","LRB-AZ-1201","02-02-2015",7.31,,,,983.61,17.09,186.36,0.48,
"JAN292015","FA","P1","LRB-AZ-1201","02-03-2015",7.64,15.68,24.1,10.1,793.4,7.93,80.8,0.38,314.25
"JAN292015","FA","P2","LRB-AZ-1201","02-03-2015",7.14,16.15,21.4,10.7,854.1,12.4,125.74,0.4,
"JAN292015","FA","P3","LRB-AZ-1201","02-03-2015",7.12,15.54,24.1,10.1,860.91,8.31,83.27,0.4,
"JAN292015","FA","P4","LRB-AZ-1201","02-03-2015",7.47,16.67,22,10.9,847.17,11.96,122.2,0.4,
"JAN292015","FA","P5","LRB-AZ-1201","02-03-2015",7.14,16.15,21.4,10.7,854.1,12.4,125.74,0.4,
"JAN292015","FA","P6","LRB-AZ-1201","02-03-2015",7.43,,,,1022.33,23.65,229.77,0.5,
"JAN292015","FA","P1","LRB-AZ-1201","02-04-2015",7.46,18.56,23.3,15.7,832.17,10.68,115.16,0.4,299.12
"JAN292015","FA","P2","LRB-AZ-1201","02-04-2015",7.66,19.2,23.8,16.3,856.25,12.32,133.67,0.4,
"JAN292015","FA","P3","LRB-AZ-1201","02-04-2015",7.5,18.56,23.3,15.7,875.82,8.57,91.91,0.4,
"JAN292015","FA","P4","LRB-AZ-1201","02-04-2015",7.51,19.93,24.7,16.8,856.98,9.86,107.91,0.4,
"JAN292015","FA","P5","LRB-AZ-1201","02-04-2015",7.66,19.2,23.8,16.3,856.25,12.32,133.67,0.4,
"JAN292015","FA","P6","LRB-AZ-1201","02-04-2015",7.68,,,,1010.63,18.58,195.2,0.5,
"JAN292015","FA","P1","LRB-AZ-1201","02-05-2015",11.94,18.12,20.3,14.3,778.04,10.01,106.41,0.4,90.66
"JAN292015","FA","P2","LRB-AZ-1201","02-05-2015",7.68,18.82,21,14.9,803.23,12.63,136.08,0.4,
"JAN292015","FA","P3","LRB-AZ-1201","02-05-2015",7.54,18.1,20.3,14.3,827.25,8.66,92.08,0.4,
"JAN292015","FA","P4","LRB-AZ-1201","02-05-2015",5.16,19.99,20.6,19.5,399.15,4.66,51.38,0.19,
"JAN292015","FA","P5","LRB-AZ-1201","02-05-2015",7.68,18.82,21,14.9,803.23,12.63,136.08,0.4,
"JAN292015","FA","P6","LRB-AZ-1201","02-05-2015",7.69,,,,953.25,18.13,188.67,0.5,
"JAN292015","FA","P1","LRB-AZ-1201","02-06-2015",11.64,15.44,25.1,12.1,795.28,10.73,107.95,0.41,325.44
"JAN292015","FA","P2","LRB-AZ-1201","02-06-2015",7.63,16.2,23.7,12.6,792.97,15.1,154.29,0.42,
"JAN292015","FA","P3","LRB-AZ-1201","02-06-2015",7.5,15.56,20.3,12,815.54,11.34,115.66,0.4,
"JAN292015","FA","P4","LRB-AZ-1201","02-06-2015",7.07,19.35,21.8,16.2,530.27,6.89,75.07,0.26,
"JAN292015","FA","P5","LRB-AZ-1201","02-06-2015",7.63,16.2,23.7,12.6,792.97,15.1,154.29,0.42,
"JAN292015","FA","P6","LRB-AZ-1201","02-06-2015",8.18,,,,868.71,19.5,192.01,0.45,
"JAN292015","FA","P1","LRB-AZ-1201","02-07-2015",8.25,17.51,23.6,13.6,791.39,10.78,113.55,0.4,349.23
"JAN292015","FA","P2","LRB-AZ-1201","02-07-2015",7.53,17.23,22.3,14.3,814.58,15.4,161.51,0.4,
"JAN292015","FA","P3","LRB-AZ-1201","02-07-2015",7.6,17.13,22.8,13.5,836.36,12.33,129.01,0.4,
"JAN292015","FA","P4","LRB-AZ-1201","02-07-2015",7.7,18.25,23.9,14.6,1009.61,12.07,128.62,0.5,
"JAN292015","FA","P5","LRB-AZ-1201","02-07-2015",7.53,17.23,22.3,14.3,814.58,15.4,161.51,0.4,
"JAN292015","FA","P6","LRB-AZ-1201","02-07-2015",8.34,,,,1012.83,11.48,117.26,0.5,
"JAN292015","FA","P1","LRB-AZ-1201","02-08-2015",7.95,19.65,25.2,15.9,794.42,9.89,109.26,0.4,365.08
"JAN292015","FA","P2","LRB-AZ-1201","02-08-2015",7.6,18.37,23.7,14.5,826.55,15.45,165.09,0.4,
"JAN292015","FA","P3","LRB-AZ-1201","02-08-2015",7.69,18.55,24.1,14.6,846.58,12.01,129.49,0.4,
"JAN292015","FA","P4","LRB-AZ-1201","02-08-2015",7.79,19.82,25.3,15.7,1018.07,11.19,122.81,0.5,
"JAN292015","FA","P5","LRB-AZ-1201","02-08-2015",7.6,18.37,23.7,14.5,826.55,15.45,165.09,0.4,
"JAN292015","FA","P6","LRB-AZ-1201","02-08-2015",7.84,,,,1012.81,10.46,109.93,0.5,
"JAN292015","FA","P1","LRB-AZ-1201","02-09-2015",9.36,19.08,26.6,16.2,784.46,9.37,101.72,0.4,195.39
"JAN292015","FA","P2","LRB-AZ-1201","02-09-2015",7.6,18.44,21.3,15.7,808.02,14.78,158.25,0.4,
"JAN292015","FA","P3","LRB-AZ-1201","02-09-2015",7.73,18.47,21.4,15.7,827.83,11.24,120.65,0.4,
"JAN292015","FA","P4","LRB-AZ-1201","02-09-2015",7.84,19.84,22.6,17.1,994.17,10.85,119.51,0.5,
"JAN292015","FA","P5","LRB-AZ-1201","02-09-2015",7.6,18.44,21.3,15.7,808.02,14.78,158.25,0.4,
"JAN292015","FA","P6","LRB-AZ-1201","02-09-2015",7.87,,,,985.75,9.85,103.09,0.5,
"JAN292015","FA","P1","LRB-AZ-1201","02-10-2015",9.6,18.11,21.9,15.5,726.83,9.64,102.79,0.4,371.48
"JAN292015","FA","P2","LRB-AZ-1201","02-10-2015",7.64,17.73,21.5,15.3,745.35,15.49,163.58,0.4,
"JAN292015","FA","P3","LRB-AZ-1201","02-10-2015",7.78,17.68,21.3,15.2,764.41,11.85,125.33,0.4,
"JAN292015","FA","P4","LRB-AZ-1201","02-10-2015",7.87,19.06,22.7,16.5,920.08,11.43,123.91,0.5,
"JAN292015","FA","P5","LRB-AZ-1201","02-10-2015",7.64,17.73,21.5,15.3,745.35,15.49,163.58,0.4,
"JAN292015","FA","P6","LRB-AZ-1201","02-10-2015",7.88,,,,922.13,10.48,107.93,0.5,
"JAN292015","FA","P1","LRB-AZ-1201","02-11-2015",9.29,15.28,21,10.7,731.47,9.65,96.4,0.4,391.1
"JAN292015","FA","P2","LRB-AZ-1201","02-11-2015",7.56,14.74,20.1,10.3,754,17.38,171.53,0.4,
"JAN292015","FA","P3","LRB-AZ-1201","02-11-2015",7.73,14.71,20.2,10.2,772.62,12.32,122.2,0.4,
"JAN292015","FA","P4","LRB-AZ-1201","02-11-2015",7.86,15.98,21.5,11.1,932.66,13.17,133.25,0.5,
"JAN292015","FA","P5","LRB-AZ-1201","02-11-2015",7.56,14.74,20.1,10.3,754,17.38,171.53,0.4,
"JAN292015","FA","P6","LRB-AZ-1201","02-11-2015",7.83,,,,937.96,11.05,106.92,0.5,
"JAN292015","FA","P1","LRB-AZ-1201","02-12-2015",8.75,15.48,21.1,10.7,737.88,9.72,97.82,0.4,392.01
"JAN292015","FA","P2","LRB-AZ-1201","02-12-2015",7.64,14.63,20,10,763.81,17.5,171.99,0.4,
"JAN292015","FA","P3","LRB-AZ-1201","02-12-2015",7.78,14.64,20.1,10,782.51,12.32,121.91,0.4,
"JAN292015","FA","P4","LRB-AZ-1201","02-12-2015",7.93,15.82,21.3,10.9,944.25,13.39,134.86,0.5,
"JAN292015","FA","P5","LRB-AZ-1201","02-12-2015",7.64,14.63,20,10,763.81,17.5,171.99,0.4,
"JAN292015","FA","P6","LRB-AZ-1201","02-12-2015",7.92,,,,940.94,11.15,107.57,0.5,
"JAN292015","FA","P1","LRB-AZ-1201","02-13-2015",7.81,15.12,20.2,11.1,750.9,10.08,100.91,0.4,388.22
"JAN292015","FA","P2","LRB-AZ-1201","02-13-2015",7.68,14.31,19.4,10.3,774.45,17.71,173.38,0.4,
"JAN292015","FA","P3","LRB-AZ-1201","02-13-2015",7.79,14.36,19.6,10.3,793.81,12.3,121.06,0.4,
"JAN292015","FA","P4","LRB-AZ-1201","02-13-2015",7.94,15.59,20.9,11.1,957.71,13.64,137.11,0.5,
"JAN292015","FA","P5","LRB-AZ-1201","02-13-2015",7.68,14.31,19.4,10.3,774.45,17.71,173.38,0.4,
"JAN292015","FA","P6","LRB-AZ-1201","02-13-2015",7.92,,,,945.13,11.18,107.25,0.5,
"JAN292015","FA","P1","LRB-AZ-1201","02-14-2015",8.36,12.63,17.8,8,753.18,10.02,94.38,0.4,398.75
"JAN292015","FA","P2","LRB-AZ-1201","02-14-2015",7.6,11.59,16.3,7.1,784.23,19.71,181,0.4,
"JAN292015","FA","P3","LRB-AZ-1201","02-14-2015",7.76,11.65,16.6,7.1,804.95,12.89,119.07,0.4,
"JAN292015","FA","P4","LRB-AZ-1201","02-14-2015",7.93,12.65,17.9,7.7,975.84,15.72,147.68,0.5,
"JAN292015","FA","P5","LRB-AZ-1201","02-14-2015",7.6,11.59,16.3,7.1,784.23,19.71,181,0.4,
"JAN292015","FA","P6","LRB-AZ-1201","02-14-2015",7.9,,,,963.38,11.76,105.81,0.5,
"JAN292015","FA","P1","LRB-AZ-1201","02-15-2015",8.82,15.23,22.7,9.2,758.21,9.37,93.24,0.4,400.19
"JAN292015","FA","P2","LRB-AZ-1201","02-15-2015",7.67,13.76,20.8,8.2,796.69,18.42,176.55,0.4,
"JAN292015","FA","P3","LRB-AZ-1201","02-15-2015",7.79,13.86,21.2,8.1,816.33,12.52,121.55,0.4,
"JAN292015","FA","P4","LRB-AZ-1201","02-15-2015",7.96,14.89,22.5,8.8,984.8,14.51,141.75,0.5,
"JAN292015","FA","P5","LRB-AZ-1201","02-15-2015",7.67,13.76,20.8,8.2,796.69,18.42,176.55,0.4,
"JAN292015","FA","P6","LRB-AZ-1201","02-15-2015",7.94,,,,959.57,11.25,107.05,0.5,
"JAN292015","FA","P1","LRB-AZ-1201","02-16-2015",8.43,19.19,23.9,15.4,733.83,9.2,100.65,0.36,399.9
"JAN292015","FA","P2","LRB-AZ-1201","02-16-2015",7.69,17.08,21.8,13.7,775.34,16.3,169.92,0.4,
"JAN292015","FA","P3","LRB-AZ-1201","02-16-2015",7.82,17.32,22,13.7,785.06,11.93,125.49,0.4,
"JAN292015","FA","P4","LRB-AZ-1201","02-16-2015",8.01,18.62,24,15.3,1022.58,11.74,125.65,0.5,
"JAN292015","FA","P5","LRB-AZ-1201","02-16-2015",7.7,17.19,21.9,13.7,774.7,16.34,170.74,0.4,
"JAN292015","FA","P6","LRB-AZ-1201","02-16-2015",7.97,,,,933.29,10.55,109.37,0.48,
"JAN292015","FA","P1","LRB-AZ-1201","02-17-2015",8.1,20.87,25.9,16.9,714.98,8.92,100.77,0.36,377.11
"JAN292015","FA","P2","LRB-AZ-1201","02-17-2015",7.69,19.21,24.3,15.2,752.2,14.73,160.1,0.4,
"JAN292015","FA","P3","LRB-AZ-1201","02-17-2015",7.77,19.19,24.1,15.3,761.55,11.51,125.77,0.4,
"JAN292015","FA","P4","LRB-AZ-1201","02-17-2015",7.86,20.89,25.9,16.8,1097.07,10.33,116.01,0.5,
"JAN292015","FA","P5","LRB-AZ-1201","02-17-2015",7.69,19.21,24.3,15.2,752.2,14.73,160.1,0.4,
"JAN292015","FA","P6","LRB-AZ-1201","02-17-2015",7.94,,,,904.83,10.23,109.33,0.47,
"JAN292015","FA","P1","LRB-AZ-1201","02-18-2015",8.09,18.49,21.7,11.9,659.24,9.15,98.11,0.3,383.24
"JAN292015","FA","P2","LRB-AZ-1201","02-18-2015",7.62,17.08,20.2,10.7,695.43,16.04,166.75,0.35,
"JAN292015","FA","P3","LRB-AZ-1201","02-18-2015",7.73,17,20.4,10.6,689.14,11.93,124.21,0.35,
"JAN292015","FA","P4","LRB-AZ-1201","02-18-2015",7.84,18.75,22.1,12.2,988.4,11.56,124.26,0.46,
"JAN292015","FA","P5","LRB-AZ-1201","02-18-2015",7.62,17.08,20.2,10.7,695.43,16.04,166.75,0.35,
"JAN292015","FA","P6","LRB-AZ-1201","02-18-2015",7.95,,,,863.46,10.62,107.17,0.42,
"JAN292015","FA","P1","LRB-AZ-1201","02-19-2015",7.91,21.23,44.1,6.8,512.18,6.78,69.88,0.24,425.99
"JAN292015","FA","P2","LRB-AZ-1201","02-19-2015",7.31,8.89,13.2,4.6,657.43,22.2,191.6,0.3,
